,Date,Open,High,Low,Close,Adj Close,Volume
0,2022-11-30,0.61969,0.624922,0.61924,0.61969,0.61969,0
1,2022-12-01,0.631441,0.639959,0.630871,0.631441,0.631441,0
2,2022-12-02,0.636979,0.641182,0.633032,0.636979,0.636979,0
3,2022-12-05,0.640459,0.6445,0.630601,0.640459,0.640459,0
4,2022-12-06,0.63226,0.635469,0.630541,0.63226,0.63226,0
5,2022-12-07,0.632439,0.638362,0.63113,0.632439,0.632439,0
6,2022-12-08,0.635409,0.63881,0.632879,0.635409,0.635409,0
7,2022-12-09,0.637877,0.642839,0.63678,0.641601,0.641601,0
