,Date,Open,High,Low,Close,Adj Close,Volume
0,2022-11-30,16.96805,17.033131,16.894951,16.96805,16.96805,0
1,2022-12-01,17.109699,17.9545,16.938999,17.109699,17.109699,0
2,2022-12-02,17.52483,17.624001,17.072001,17.52483,17.52483,0
3,2022-12-05,17.289801,17.46649,17.14929,17.289801,17.289801,0
4,2022-12-06,17.443291,17.495029,17.2589,17.443291,17.443291,0
5,2022-12-07,17.3153,17.4067,17.06225,17.3153,17.3153,0
6,2022-12-08,17.15259,17.226139,17.087799,17.15259,17.15259,0
7,2022-12-09,17.1611,17.38393,17.0875,17.3622,17.3622,0
