,Date,Open,High,Low,Close,Adj Close,Volume
0,2022-12-01,0.67996,0.6841,0.67917,0.67996,0.67996,0
1,2022-12-02,0.681102,0.68349,0.67469,0.681102,0.681102,0
2,2022-12-05,0.681301,0.68505,0.671,0.681301,0.681301,0
3,2022-12-06,0.670781,0.67437,0.66905,0.670781,0.670781,0
4,2022-12-07,0.669882,0.6737,0.66695,0.669882,0.669882,0
5,2022-12-08,0.6727,0.678104,0.67004,0.6727,0.6727,0
6,2022-12-09,0.67765,0.6815,0.67504,0.67765,0.67765,0
7,2022-12-10,0.679763,0.679902,0.679763,0.679902,0.679902,0
