,Date,Open,High,Low,Close,Adj Close,Volume
0,2022-11-30,405.850006,410.029999,405.105011,405.838989,405.838989,0
1,2022-12-01,408.803986,413.425995,407.77301,408.598999,408.598999,0
2,2022-12-02,412.016998,412.522003,408.048004,412.053986,412.053986,0
3,2022-12-05,408.894012,413.621002,408.444,408.932007,408.932007,0
4,2022-12-06,412.868988,415.647003,411.924988,412.878998,412.878998,0
5,2022-12-07,411.17099,413.675995,408.587006,411.022003,411.022003,0
6,2022-12-08,410.190002,419.472992,410.190002,410.522003,410.522003,0
7,2022-12-09,417.660004,419.420013,414.75,418.369995,418.369995,0
