,Date,Open,High,Low,Close,Adj Close,Volume
0,2022-12-01,19.264851,19.343451,19.119301,19.264851,19.264851,0
1,2022-12-02,19.1283,19.38155,19.108801,19.1283,19.1283,0
2,2022-12-05,19.38299,19.856001,19.334299,19.38299,19.38299,0
3,2022-12-06,19.721399,19.85342,19.620899,19.721399,19.721399,0
4,2022-12-07,19.7544,19.82608,19.6425,19.7544,19.7544,0
5,2022-12-08,19.666901,19.73444,19.6357,19.666901,19.666901,0
6,2022-12-09,19.621559,19.836201,19.5949,19.621559,19.621559,0
7,2022-12-10,19.763,19.763,19.7605,19.7605,19.7605,0
